,text,label_h,label_f,label_s
2207,haathon se malo aata  rape ko boldo tata,0,1,0
2208,alia ki jagah shradha kabhi nahi le sakti i love cute alia i hate shradha kapoor ,1,0,0
2209,jab gaand lagi fatne to campaign lagi karne aise tweet hi kyu karti ho ki tum troll hoti ho be indian khoon me to desh ka namak hai na,1,1,0
2210,todays hate shate target  snapchat ya snapdeal whatever chalo ussko bhi baandh ke gaari pur bithana hai,1,0,1
2211,mishaal khan k killers ko phansi di jaye with in one month,1,0,0
2212,i feel like nafrat se accha dusmani ho jaaye kuch toh result aayega,1,1,0
2213,suddenly sabne mere andar ka veerji aur veera ke liye hate jaga diya god i hate these two with passion #veera,1,0,0
2214,but maine koi edit karke nai bhejabhaktgirise time mile tho kam se kam khud ke dharm ke kitaab padh loshayad nafrat kam ho jaye,0,0,0
2215,wallah hate it matlab seedhi tarah drive nahi ker sakte,1,0,0
2216,rape ho gaya yami ka,0,1,0
2217,big boss show mera khoon ma ha rahaga sir agra sa hu sir  kushal rajput from agra uttar pradesh sa moka please app niras nahi karuga sir,0,0,0
2218,condemn kr dia hai pmln leadership ne bhai mere agr vote bachane hote to mumtaz qadri ki phansi ki mukhlafat krte https  twittercom shuaibazhar status ,0,0,0
2219,we miss bhutto today ye sb zia ul haq ka kachra haibhai agr usnay koi gustakhi ki bhi ho to  was this brutal murder justified #mashal,1,0,0
2220, sardanarohit sir giri hui soch rkhne wale ko show m na bulaya jae  usse desh m nafrat felti h  kafi aise log b hote h jo khud m kch ni,1,0,0
2221,so sad akhir kab tak jehadi logaaise hi khoon bahayege,0,1,1
2222,chawwal hai or zyada tar aise elite liberal cum irani supporters ik se nafrat krte hain,1,0,0
2223,such kahu to kisi female ke baare me bura kahne me mujhe bura lag raha haibut kya karu ye kaam hi aisa kar rahi hai khoon khol jata hai,1,1,1
2224,relationship me ho to loyal raho,0,0,0
2225,tumhare time pass k chakar me kisi ko pyaar se nafrat hi na ho jaye,0,1,0
2226,hate you aapse baat nhi karunga kabhi bhi,1,0,1
2227,chain say so rahay thi yehkoie jaga kay chal diyaqissa mishal kay murder ka is ko suna kay chal diya,0,1,1
2228,sir ji pata hai ye log chor haibut aap log apne kam par focus kijiye log bjp ko utna pasand nahi karte jitni kejriwal se nafrat wajah modi,0,1,1
2229,tumhain sharam aani chaheye is brutal murder ko politicize karne pe,1,0,1
2230,headline to kuch or bnata bhai tu tere jaise media ki wajah se hi logon me patriotism kam ho raha hai and terrorism bad raha hai,1,1,0
2231,toothpaste mein namak ho ya na ho lekin khoon mein desh ka namak hona jaruri hai,0,1,0
2232,ye pakistani ko pata nahi haijo terrorism wo hindustan ke khilaf istemal kar raha haiek din uske liye bhi bhari par shakta hai,1,0,0
2233,iska matlab ye nhi ki ek character ko pura bewkoof hi dikha de ya phle thodi kam nafrat dikhateya abhi aur koi reasons bhi dikhate,0,1,0
2234,ye kabhi jat pat se upper nhi uth payenge inke khoon m hai ye dumb worker,1,1,0
2235,hahaha hate maat ar usee jabsach pata chalegi vo phirse old sona hojayegi,0,0,0
2236,ghunda girdi rape gurbat bimariyan kishmiriyon p zulam yeh sub tou bharat main hai,0,1,0
2237,kohli out hojao abd alone is enough to score  chal bhag birat chutiya hate u #rcbvsmi,1,1,0
2238,shraddha ko hate krna unki mentality hai,0,1,0
2239,jo smjhabe bare hate sb ek ek se nikal bahar kare ab sb k ab ek jaise hi bche hokaunko guna kaunko bhag main nhi jaano kauko hisab,0,0,0
2240,tum to apni hi sagi bhanji ka rape kar rahe ho unke liye to sharafat bacha kar rakho wo to hindu hai hain baqi love jihad ham par chhodo,1,1,0
2241, ha strong hai   kisne bola strong nahi hai    fir bi uss dumb rohit ko nikalna chahiye  i hate because rohit  rahul gandhi,1,0,0
2242,aap to patthar maarne waale se bhi gatiya log ho vo kam se kam apni nafrat khul kar ke dikhate hai lakin tum to bus,1,0,1
2243,phir rape me mp abal number par kyon sirji,0,1,1
2244,nahi aunty mujhe jarurat nahi paregi she hate pizza and i love pizza to kabhi pizza share karane jaisa situation aaya hi nahi,0,1,0
2245,jab khana kaba mai sab namaz parh saktay hai tou why we have to decide kai kon kaha namaz parh sakta haithough i hate saudis on odr issues,1,1,0
2246,i hate this word shaadi  ghatiya se ghatiya photo bhejo  reject hone k liye,1,1,0
2247,to teri behan aur mummy jisko tune rape kiya wo log pakistan me jeans or top pehan ke ghumte hai kha,1,1,0
2248,kya yaar konse terrorism ko support kar diya yahan kisine aise to  saal ke faizan ko bhi terrorist bol dogoli maar di sar ke peeche uske,0,1,0
2249,dhoni ko kaise hate kr skte ho yaar  #westandbydhoni,0,0,0
2250,ye kis ka narrative hai pehlay terrorism r ab blasphemy pakistanion pay na khatam honay walay khauf k saey riasat kab maan bannay gi,0,1,1
2251,kd  kiya tum mujhe kitna hate karti ho,0,1,0
2252,paisay nahi toh elaaj nahi hoga  ye b ek kism ki terrorism hai,0,1,1
2253,tera bap shayad tujhe bhi yese hi najaro se dekhta hoga   tu to apane bap par b kisi din rape ka case laga sakti hai  ,1,1,0
2254,how can anyone hate pijjaa   ,0,0,1
2255,hmare nhi tumhare bap dada gulam the isiliye aaj tum muslim ho samjhe apni maa bahan ka rape kra ke bn gye muslim sale gandu,1,0,0
2256,vikas pyar karta hy shilpa ne hate nhi,0,1,0
2257,agar vikas ne woh dost chune hai matlab woh ansu bhi sache the woh torture jo usne saha woh bhi sacha tha shukar karo vikas hate nai karta ss koarshi jaisa dil paane ke liye ss ko das janam lene padengeaur std ki baat ss ne bandgi n puneesh jaise ghatiya logo ko dost maana,1,0,0
2258,jo bat ho rahi jawab us k dain yaha rape ki bat hi ni ho rahi,0,1,0
2259,run be gairet  be sharem  insan  huo kaj rui kai shikar  huo  bachi  kai  rape  ka  ziker  ker kai lutf   mazay  laitay  huo shame  tum  par,1,1,0
2260,bhai ye kaise bhul gaye ki desh ke sare rapist baba hi hote hai asram wale aur nhi to desh ko badnam krne wala rape to hinduo ne hi kiya tha delhi kand bhot jaldi bhul gaye bhai us par bhi kuch bolo,1,0,0
2261,taki hum aur hate kare  https  twittercom ayush status ,1,0,0
2262,rahjan hu to rahban ka pta kiun nahi date            gr raste ka patthar hu to hate kiun nahi date,0,1,0
2263,right bahar aake even hina jo vikas ko hate krti thi shilpa ko hate krti thi usne bhi last mein vikas se frndship krli and shilpa ke liye bola ki they will all go for some picnic or long trip but maharani shilpa bolti hai woh hina se and akash se kabhi ni milegi,0,1,0
2264,ha ha abhi kisko dekh rhe ho sanatan rashtra ke shudra ji tumhari drama baji ka samaye poora ho gyaye  varsh purani kathaye sunakar vartman me dalito ki hatyaye aor rape krne ka logic dekar tumko shram nhi aati,1,0,0
2265,arshi ki wajah se mere papa ko kyu hate kar re ho,0,1,0
2266,vikash ke pas jo be gaya usne shilpa ke buraye keya i hate vikash arshi,1,1,0
2267,twitter pay kisy ko hate nae karta aur bahir kisy k lia dil ma bugaz nae rakhta,0,1,1
2268,hina kal insta pe aa jayegi waha tum log minority bhi nhi ho saare hina fans ki power shilpa k peeche lg jayegi ye bhi dhyan rkhna ab tk shilpa ka twitter saaf pda hua h hate messages se bhar denge kal aao jara,1,0,0
2269,pic kuch nahi bol rahi h yeh hamare thought bol rahe hki hum islam religion se hate karate h,1,0,0
2270,milne kaha aana hoga paise nhi hai aur emotionly pareshan hun ya to aap aajao yaha mumbai me shelter ka aur rape victims ke liye do project karo nirali korodia animal welfare sambhalegi aur mujhe rape victims ke liye project chahiye,0,0,0
2271,pata nhi sach kya hai rape accused https  twittercom ani status ,0,1,1
2272,bate hate kyo janab reason to sab samne aate hai na dekho apni jankari achi rakho or agar hai to usko use karo barbad mat karo,0,0,1
2273,or pakistan ki baat kaar lo majority aap logo ki hai baacho ka rape kark acid main dala jata haimeans asi asi harqate ki isnhan ki ruh kaap jaye,1,1,0
2274,agar koi bhi insan india ke andar rape krta hai to usko marr diya jaye or char raste pr usko tanga diya jaye tab jake crime khtm hoga yeh saal or saal ki saja suna kr nhi  narendramodi  rajatsharmalive  drrutvij  vijayrupanibjp,1,0,0
2275,is song mein jo word bole hai aapne who is duniya ko except karna padega kyunki yeh sach baat hai paaji aap rape nahi mathe aap hum logo ko inspiration death ho paaji main aap jaisa insaan aaj tak nahi dekha kahin nice paji l love you,0,1,0
2276,logon ne tujh jaise gawaron ko minister film pe review ke liye nhi banaya ram rahim ke talve chat liye ab pratidin ho rhe rape pe soch le,0,0,0
2277,kisi ladki k sath ye sab kar k aap kya dikhana chahate ho apni abringing,1,0,1
2278,agar hindu hit ki bat karte ho to aise aise babao par karrwayi karo jo chhoti bachhiyo se rape karte ha,0,1,0
2279,iska rape to dekhna hai,0,0,1
2280,kapil mishra tumhari party ki aukat dikha chukekumar vishwas bhi saap saabit ho chuke hkejriwal p aarop abhi hate nhi hsisodia ji delhi ki arthvyavastha sambhali nhi ja rhe desh mein kapil delhi bhi aatatum bhi aaj apne aukat apne baat se zahir kar diyeanti pm https  twittercom msisodia status ,0,0,0
2281,sahi hi toh boli hain  rape ke bina koi aaj netriabhinetri thodahin banati hain koieis mamale me pahale ki sarkare toh nikkami thi hi  aaj ki sarkaren bhi nitthli hi hainkya hoga eis desh kakaun rokega eis jaghnya aparadh ko ,0,0,0
2282,sai hai   ye kehri ban rape jaise aagey to sarkaar ne choot de rakhi,0,1,0
2283,i hate those people who play mind games bhai jo masla hai moun pe bolo fuzool k mind games khailnay ki aur nakhray karnay ki kia zaroorat hai ajeeeeb,1,0,0
2284,duniya main koi sabse jayda achi kaum hai woh hai sikh kaum main tahe dil se sabhi sikh bahi baheno ka shukriya ada kerte hoon ki jab suar ki aulad muslim mughal hindu sikh behno ka rape ker rahe the tab maharaja ranjit singh ne sabki jaan bachayi thi i am an indian and loves,0,1,0
2285,personally ye hai ki ham jis kamre me rahte hain mera room partner jha ji  brahaman  hai aur pichhle  saal se saath me rahte hain ek hi bartan me khate hain #par aapko rohingya se nafrat kyon hai ,0,1,1
2286,khud to dusro ka dil dukhate h log aur badi badi batein karte haibut kehte h na nafrat kabhi nai jeetti and mehar  you n your hina lost https  twittercom officialmeher status ,1,0,0
2287,abe bc rape karna ek dimagi bimari haikam se kam ise to rajniti se mat jodrape karne wala bhi ek aatankvadi se kam nahi haidimag hai to us ko beta use bhi kar,1,0,0
2288,ravish ji itni hate speech kyon modi ke bare m https  twittercom sirravishkumar status ,0,0,0
2289,bhai fir bhi jeet pandawo ki hi hui thi pta hai kyo kyonki shree krishan ji dharm ke paksh me khade the puri mahabharat me sirf aur sirf surdarshan chakr ki dikha tha maharaj barbarik ji ko jo kalyug me shyam ke naam se jane hate hai khatu me unka mandir hai jai shree shyam https  twittercom shyamti status ,0,1,0
2290,aajkal kuch kutey keh rahay hain buchon ko jinci taaleem de jaey woh beghairat yeh demand karein k zalmon ko sharai sazain de jain arab main kion jinci taleem de jati kya wahan kids se rape k cases hotey hain ,0,1,0
2291,agar piche hate to bewafa,0,1,1
2292,are beshram mp sahiba ye baat to sahi he ki kai sallo se rape ho rhe he ye batane ke liye tumhari sarkar nahi bnwayi thi kuch upay nikalo ki rape kuch kam ho ya tumhari sarkar b yahi kahti he ki sallo se chalii aa rhi kuriti me hi jiye aam log,1,1,0
2293,are sapna jee jab fulan devi ke sath  rat tak gang rape hua aur use nange kuwa se pani magaya gayaus samay ye sare hathiyar kya modijee ke sath chay becho rahe the ya pakaude,1,1,0
2294,taiji o bai hum chandan k jaise ghis  jaaye par yahan kisi ko koi farak nai padta ne vaah lekin kya karein bade h na hume toh apna farz nibhana padta hai thnkyou abha mam fr making us hate taiji  #episodesofyudkbh,1,0,0
2295,pura desh mar raha hai koi mahengai se koi berojgari se koi note bandi se koi gabbar singh tax se koi rape se jawan pak goli se kisan bhukhmari sephir bhi modi ji mahan vote unko hi millenge ,1,1,0
2296,socha tha  katrinakaif_ sath degi par guilt hai isme help me help rape victims https  twittercom ani status ,0,0,0
2297,mai kangana ke alawa koi celeb ko hate nahi karta,1,1,0
2298,itna bada comment rape ke against hi likh dete chutiye,0,1,1
2299,jub kis larki ka rape hota hai jaisay aj kal pakistan main ho raha hai to woh mar jahi hai hain air us ki tadfeen kay bad aziz o aqarab un kay ghar jatay hain aur us kay walid aur qareebi rishtar ko kay sath afsos kartay hain aur kehtay hain #allah_ki_marzihttps  twittercom rabipirzada status ,1,0,0
2300,jub kis larki ka rape hota hai jaisay aj kal pakistan main ho raha hai to woh mar jahi hai hain air us ki tadfeen kay bad aziz o aqarab un kay ghar jatay hain aur us kay walid aur qareebi rishtar ko kay sath afsos kartay hain aur kehtay hain #allah_ki_marzihttps  twittercom fereeha status ,1,0,0
2301,pure punjab me is waqt rape case sab se zyada he showbaz sirf metro commisions k peeche laga hua he law and order ka pata hi nai drame baz ko,0,1,0
2302,ye sari baate sab samjhte han bas humari sarkar ko samjh nhi aata wo bas tamasha dekhti han rape thodi badi baat han movie badi baat han aaj rajputo ne apni ekta dikha di agar aise hi sab ke rape ke khilaf khade ho jaye to ,1,0,0
2303,tere ko pyar toh nahi ho gaya usse love hate wala,0,0,0
2304,hhhhhhhh beta jake gyan le tu pehle sale baramha ne apni beti se balatkar kiya jabhi tum log aaj usi ko follow kar re ho up me saga baap apni sagi beti k sath rape karta raha usi ki marzi se kahe to video dikhao tujhe usne bola k yah hamare dharm ki parampra hai baramha ji ka ads,1,0,0
2305,rape kya plastic polythin hai kya boldiya ban to abse rape band kya yaar kon likhta ye sab,0,1,0
2306,tune kya kiya rape victims ke liye,0,0,0
2307,congress hindu terrorism ki baat krti thi khun kholta tha lekin jaat aarkshan aur karni sena  pardarshan k bad india taliban banane ja rha h,1,0,0
2308,karni sena k liye ye zyada zaruri hai baki rape doesnt matter  https  twittercom abha_ypsingh status ,1,0,0
2309,aasha n ritwik mere http  favtv star me se ek the  pvitra rista se bt now i hate both of u aasha n deepika  apko hina se itni kya problem h jo uska mjak bna rhi ho phle khud ko to dekh lo hate u so much ab ap apne fans kho denge bs ku paiso ke liye,1,1,0
2310,aaplog sun se garmi mat lena kyunki hinduo k devta hai surya  are mil jul k raho  upadesh rana jaise logo ko aaj isliye itna hate speech dena pad raha hai kyunki islamic rulers ne hinduo pr bahut atyachar kiya hai  ye sirf reaction hai us terrorism ka jo islam k naam pr faila hai,0,1,0
2311,kisko jyada prefer karne wali baat nahi saaf saaf dikhta hai hes die hard hater of srk  maine to koi varuniac ko dekha nahi aisa andha hate karta ho kisiko  like kya sirf looks aur wo log ki soch to pata hai na jo jyada hit wo hamara fav aadhe to us wajah se like karte hai,0,0,0
2312,koi aisi cheez jo haryana mei acha hua ho  crime rape baba har kuch hota hi rehta hai or khattar sahab masoom bane rehte hai jis state ka police officer rape ko #ho jata hai bolta hai vo state mei ladkiya kaise aayngi ,1,1,1
2313,tab batana v sadi ar v sadi m antar aur haan jo rape ki ghtnaye ho rahi hai to tumhra kun ku thanda pada h ya rasta deekh rahe ho jb apna ghr jalega tb dekhrnge peso ki bhuk me tum jese log nange ho sakte hai rajput samman ke liye jaan dete h,1,1,0
2314,aap jaisi ladies sare world mai faila hua islamic terrorism ko khatm kar shakta hai dekhte hai pakistan mai sachche musalman kitne hai aur kaun aapke sath aata hai,0,1,0
2315,kashyap madam ji kisi ko goli marane se pahle pucha jata hai ki goli lagi kya  rape hone se pahle kya pucha jata hai ki rape hua kya,0,0,1
2316,teri gaand kyu jal rhi h chutiya itna blind hate late kaha se ho brainwashed ho gya h tumhara salman is most loved star thoda tameez se bol,1,1,0
2317,dont hate them kabi kabi khush b karte h ye,0,0,0
2318,bhai ham to gareeb hain burari gaon ke bhole ke bikhari ham to apne bholenath ke saamne haath faelate hain tum piddio jaise bar waali videshan aur sukanya ka rape karne waale pappu ke saamne nhi,0,0,0
2319,daily rape ho rhe uske virodh mat karo,1,1,0
2320,pahle itne nahi hote the ab films bahut sex se bhari hein aur sharab ka prachlan bahut badh gaya hei films par to rok lag nahi sakti par pure desh mein sharab bandi ki ja sakti hei  ap payengi ki rape ghat gaye hein,1,0,0
2321,itlay waali bar dancer kabhi indian nhi ban sakti indian banne ke liye sanskar chahiye jo itlay  bar waali me ho hi nhi sakta jisne aisa pappu janma jo sukanya ka rape kare  ladies toilet me ghuse shame,1,0,0
2322,kuch log bol rahe hai padmavat film dekhi nahi phir virodh kyon   ek baat bataye rape hone se pahle koi dekhta hai kya kisi ka apman hone se pahle  apman karane practice karte hai kya,1,1,0
2323,jab mulayam mayawati ke izzat lutwa rha tha to ek akele sanghi ne lathi ke dum pe mayawati ki izzat bachai aur baad me mayawati ne sareaam usko rakhi bandhi ye fact hai pta kar lena aapke pappu ke tarah sukanya ka rape nhi kiya,0,0,0
2324,kiran kher ji aap k sath bhi huwa kya rape jaisa kuch  warna aap kaisa kati hi k rape ek mamuli bat hi   matlab aap k sath bhihuwa hi,1,0,0
2325,#karan sirrkash intna hungama rape k against hota to aaj india se rape khatam hogy hota itni himmat   itni aawaj ye log hindustan ki ldkio ki safety ke liye dikhate to sach me is desh ki ldkiya grv see khti ha hm is desh ki rhne wali h bt reality kuch ur h,1,0,0
2326,haa hamko hate karte hai na log jaise shilpa ko bure log hate karte hai waise hi humko bhi bure aur evil log hate karte hai,1,1,0
2327,to sun aysha unki biwi thi jinka sabke samne btor nikah howa tha nabi pak se jis ki nikah ho jata hai to woh apni biwi ko bhaghaye ga kyo ab tum batao tumhare baap barahma jisne sara sansar banaya usne apni hi putri saraswati se rape kyo kiya aur apni ji putri se shadi kyo ki,1,0,0
2328,kashmiri musalmano ki harket bhi to dikhao jinhone lakho kismeri pandito ko maar diya unki bahan betio ka rape kiya behisab atank machaya jiski vagah se lakho kismeri pandit beghar ho gaye ,1,0,0
2329,baramha ne apni putri saraswati se kyo rape koya tha,0,0,0
2330,ya to ek kanoon bane ki rape karne wale ka private part hi gayab kr do banao aisa kanoon to janta jane ki kis party me dam h,0,0,0
2331,ek rape iska bhi hota to samajh patti kitna bura cheez hai  bjp ki leader hai  paise and power se jyada matlab hai inlogo ko,1,1,0
2332,koi ghotala hi nahi hua manmohan singh ke time sabse tez development thamain koi congress se nahi hui hate congressbut jo hai toh hainote bandi ne desh ko barbaad kar diya,1,1,0
2333,arakshan hate to umeed jage ise hume nhi banana,0,1,0
2334,kabhi na bandho nadan parindo koakhir ho ud he hate hai,0,1,0
2335,bevkoofon ye rarhn nahi aatankvad hai terrorism hai deshdroh hai isme tum log desh ki property ko nuksaan pahunchaoge,1,1,0
2336,is nalayak admi ashwini chaudhary se puchana chahiye ki usne rape victams ke liye kya kiya bhansali ho ya koi aur director sirf paise kamane se matlab,1,1,0
2337,tera haryana me rape nhi hua kya abhi tak,0,1,0
2338,i hate traveling alone ajakal to bajuwalo se bat karane ki iccha bhi nai hoti,1,0,0
2339,saley ullu   chor n rapist tere ghar mai ghusega to tu kya karega  bibi ka rape honey dega ya lath mar kar bhagayega  kabhi to akal lagaya kar,1,0,0
2340,agar koi solon tak acche kaam kare aur last me kisi ladki ka rape kare to uske bure karmo ko bhula dena chahiye kya yahi sikhati ti humari sanskruti,0,0,0
2341,thats my opinion dont hate me,0,0,0
2342,shame on shilpa kairaath ki jeeth hai ithna udd math hina task karke paisa bacahyi thi evn  lakh b usne jodke diya tha sharam nahi atha kisi aur ka mehnath ka paise leke gayi hai   ab tho chup ho ja i hate u wen u laugh like crap,1,1,0
2343,though i hate ijt but ye dehshat  gard wala hulya kaisa hota hay,1,1,0
2344,bhuvan tu kabi social topic like aj kal boys ke liye koi law nai  girls rape ka juta case lagti he boy pe uspar tu q koi video upload nai karta,1,0,1
2345,kutte ke pile tu b kisi rape ka paidaish hai,1,1,1
2346,so padmavat dikhane se rape bandh ho jaega,0,1,0
2347,haa yaar wahi hogipehle meko laga joke hai fir dusra hate msg aagaya,0,1,0
2348,modiji  kab tak rape hota rahega india mai  kab vikas aaega  aadhar toh ban gaya ab kya chahte ho kuch toh karo pictwittercom xmspkdqwo,0,0,1
2349,kahi aapko koi hindu terrorism failane wala na khde  pictwittercom gfxkdhk,0,0,0
2350,love hate ke baarein mein tu hi baat kar rahi hai,0,1,0
2351,vaise tum  shirleysetia mam ke haters ko hate continue karne ko kyun keh rhi ho inhe to koi haq hi nhi hai shirley mam ko kuchh bolne ka agar mere bas mein hota to main shirley mam ko hate karne waalon ka social network se naam aur nishaan hi mita deta,0,1,0
2352,kuch din pehle ek news aya tha pakistan m ek ladkamurgi ko rape karte pakda gayatum logo ko or kuch nhi milta kya,1,0,0
2353,aap sahi hai i know thats but salman say his interview in aap ke adalat with  rajatsharmalive jo log ye kahte hai mere liye kya kiya  wo salman bhai ke looser category m jate hai to salman bhai ye kaise kar sakte hai jab ki wo khud hate karte aise logo se,0,1,0
2354,ab tak  hazar civilian terrorism ka shikar ho gye hain kiya civilians ki koi aukat nhe aher kon responsible hai,0,1,1
2355,hate kr ke dekhao ma nasan v pan deniyan  p aho https  twittercom lemesaad status ,0,1,0
2356,ye rape rokega nahi  shoot karne mein laga rahega kya gobar dimaag hai https  twittercom swamy status ,1,0,0
2357,vishal bhai ab to hate story  ka poster dikhao https  twittercom ivishalpandya status ,0,0,0
2358,jis rajya me beti ka rape hota hai wahan asmaan se tatti hi giregi,1,1,1
2359,fazool mei srk ke liye aur hate badh jaayega bc,0,1,0
2360,mera jawab un shilpa hatters ko hai k sunobe sale kamino tum jake kahni marjaoapna kutta giri mat dikhaoshilpians  shindeshilpas k liye mar mittneko tayar hnetum apna hate hume mat sunao apna ek group banao usme discuss karo kuttooo#shilpiansstrongertogether #shilpian,1,1,0
2361,kal ko bjp ki state govts ko agar rapists bol dein ki ladkiyon ka sadak pe nikalna ban karo warna hum rape karenge toh govt ladkiyon ka nikalna ban kar degi kanoon vyavastha bigadne ka bahana de kar,1,1,1
2362,chingri ko hate,1,0,1
2363,naa ji  vo bhi hate karogi,0,0,1
2364,elish mach bhi hate karti hu  chingri bhi toh kya hua,1,0,0
2365,correct y log tab tho aate nhi jab kise k saath rape hota hai jab kise ladki ki insult hote hain tab kaha hote hai y log,1,0,1
2366,beta rape ki baat mat kar jub sheela rani delhi ko loot rahi thi tub wahan bohot rape hue the humari party fas sakti hai,0,1,0
2367,bhai isse srk ke liye hi hate hoga,1,1,1
2368,nai fokat ka hate nai chahiye srk ke liye,0,1,0
2369,thank god mulle tera rape nahi hua bol bhi le mulle jai shree ram,0,1,0
2370,i hate vikas gupti plz shilpa ka naam is bandar aur ghatiya aadmise mat jodi,1,1,0
2371,abi tumhare page par hi comments karke aaya hu open challenge hai  shindeshilpas ke chamcho jine bhi ho aajao   tumhari aisi ki tesi show chod kar bhagne wali bhagodi shilpa i hate you shubhangi mam ko copy cat bol me wali ghatiya actress teri bahut jalti hogi,1,1,0
2372,bhai tu khud rape karega to bhi kuch nahi bolenge khush,1,1,1
2373,kutte tune vo rajsthan ka dekha hindu hi tha sambhu jo apni bhen ka rape kr rha tha or bjp wale or hindu uske account m paise dal rhe the,1,0,0
2374,panel main vikas gupta ko napasand krti thi lekin ab nafrat krti hui hate him or  tentej looser sb kuch jante hue v shilpa ko blame kr rha hvikas ka chamcha,1,0,0
2375,i hate sunil groverkoi agar mujhe free me v unko milne ke liye bulayee na main thukne v nahi jawungehe hurt me,1,0,0
2376,naqli tasveer vaale daanishmand bhakt maharaj  mujhe hate monger bulaane se pehle aainaa dekh liyaa hothaa jai hind,1,0,0
2377,phir chae wo ander se hate kre,0,0,1
2378,aapke samay bda mahilayaen surakshit thisir ji kitna jhut bologe desh se lgta hai nirbhaya rape case bhul gye aap https  twittercom jm_scindia status ,1,1,1
2379,nawaz sharif ko btao k punjab police theek krle taaake chotu gang se muqabla krske take  pornographic videos na bne taaake  rape aaik shehar mae aik saal mae na hooo take  rape pore punjab mae aik saaal mae na hoo,0,0,1
2380,ek cm gaaye ki seva mai laga hua hai  aur baaki  cm #padmavaat ko ban kraane mai lage hue sabse jaada beshram  haryana cm  jo har baar mauka deta hai sabko  kuch na kuch bolne pr  chaiye voh ram rahim ho  brutal rape ho ya padmavati ho i hate these  cms of  bjpindia #useless,1,0,0
2381,agr cong hq mein rape hua toh pappu k chamche jisse rape hua us bechari ko bhul jayenge aur is point pr sibal ko bhejenge ki proof ko null n void karwane ki koshish karo coz chupkr banaya gya tha,0,1,0
2382,bhai gussa hone ki baat nhi h ismem bhi fan tha  me mere sath ka sara group ab hate karta h kejriwal se kyo ki wo pahle imandar tha lekin ab halat dekhoprashant+yogi+visvas  saalo ke sathi  se acha gupta lag rhe h unko,1,0,0
2383,bibi pakistan kya sirf bomb banane ke liye or bakriyo ko rape karne ke liye banaya tha  nation theory bhool gayi aap,0,1,1
2384,baajirao mastani was a diff film and that movie was based on their love storyaur ek film ko aap log itnaa seriously le rahein hainjo itne rape cases aur auraton ke saath jo dush karam hotey hain uske liye toh aap log koi morcha nahin nikalate,0,1,0
2385,tumhara rape kab hua tha kiran jii  aur kitne saalo ho raha hai  apko report karwana chahiye  be brave aage bado inspiration bano,0,1,0
2386,ki jkn ka mazak bana hai alia sahi this vd ne galt jawab diya sab mazak iska banate hai alia ko ab bas pause wale logo se matlab sid not a starkid thats why alia ko ab starkid buddha mil gaya hate alia hate,1,1,0
2387,ye gyan ki baat batane ke liye dhanyabad kiran ji ye baat kisi ko maloom nehi tha  ab apki sarkar hai ti rape hota hi rahega ya rokengeapki in gyan se rapist ko kafi himmat milegasabash,1,0,0
2388,to tere hisab se rape hone ka karan choti dress hoti hai,1,1,1
2389,delhi me nirbhaya  ka janter  manter me halla karvaya or anupam khair kiran ji apne bahut  butter modu ji ko lagakar mp ban gaye or abhi rape jaise savensan point se kyu bhgati ho,1,1,0
2390,haryana mein rape cases ho rahe hai uske against tune aaj tk kuch nahi kiya hoga aur yahan tu apni marwa raha hai,0,0,0
2391,bhai isko malum hai ki iski maa bhahen ki ashram mein ijjat kheli ja rahi hai per kya kare inke waha rape ki prashad bolte hai,0,1,0
2392,pata ni kya hoga  is desh kaek movie ke banne se itna bawal so gayabc rajasthan mein sabse jyada rape hote h tab kaha chale jate h ye karni sena walechild marriage bhi waha se hota h sabse jyadatab kaha ghus jate h,1,0,0
2393,gali dene ki ischa hoti hai jab nirbhya rape hua tha tab kaha soye hue the castinism desh ko khaa jayega,1,1,0
2394,bahut hua yarr women k samman ki bat karne vale itihas ki bad me bate karo present me kitne rape hote hai tab kaha so jate hoo non sense,0,1,0
2395,hes good yaar pata nhi bechare ko kyun hate aati hai,0,1,0
2396, zeenews  aajtak  abpnewstv  newsindia incredible india  log bachchiyo se ho rhe rape pr skht kanoon ki maang k liye itne ugr nhi hote jitna pdmawat k liye  shayed rape choti baat h inke liye,1,0,0
2397,jo veerangana nahin raheee uskein liyeh johar karna chhatein ho aur ji veer aurtein rape ho rahee hain  co zinda gain unkey liyeh kuch karro https  twittercom hindinews status ,0,0,0
2398,arre waah  osama bin laden k aulaad aaj terrorism pe gyaan pel rhe hai,0,1,0
2399,dekho  devoleena_ ek bat agar tune batai to kasam se tuze troll karana band karungi tu shilpa se etana jalati kyu ho akhir kya bigada hai shilpa ne tumhara jo use hate karati ho tumne aur shilpa ne kabhi kam bhi nhi kiya sath to problem kya hai,1,1,0
2400,bubarak ho  izzat dhak li  abhi unki izzat bhi bacha lo jinka har do din me rape ho raha hai  #hypocrites #padmavati #padmavaat,0,0,0
2401,par fir bhi har din rape hota hai har din bharat ke kisi na kisi kone me koi khilji hai jo kisi padmini pe aankh lagae hue hai  uss ke lie koi protest kyu nahi karta tab koi khilji ko saja sunane ki maang kyu nahi karta #padmaavat,0,0,0
2402,naa do huh chaheay bhi nae waise bhi i hate docs,1,0,1
2403,jo muje follow karne k baad chupke se unfollow kar deta h me usko hamesh k liye block kar deta humuje gadaar  selfish and makkar se bahut hate h bhai,1,1,0
